Category	Word	Meaning
Travel & Events	Archipelago	군도, 열도
Travel & Events	Arrangement	준비, 마련, 주선
Travel & Events	Assemble	모이다, 집합시키다
Travel & Events	Asset	자산, 유용한 자질
Travel & Events	Assigned seat	지정석
Travel & Events	Attendant	안내원, 종업원
Travel & Events	Attire	복장, 의복
Travel & Events	Baggage allowance	수하물 허용량
Travel & Events	Baggage claim	수하물 수취소
Travel & Events	Ballroom	무도회장, 대연회장
Travel & Events	Banquet	연회, 만찬
Travel & Events	Beacon	신호등, 지표
Travel & Events	Boarding pass	탑승권
Travel & Events	Boardroom	이사회 회의실
Travel & Events	Book	예약하다
Travel & Events	Breakout session	분과 회의, 개별 세션
Travel & Events	Buffet	뷔페
Travel & Events	Cabin	객실, 선실
Travel & Events	Calamity	재앙, 재난
Travel & Events	Car rental	렌터카
Travel & Events	Cater	음식을 공급하다
Travel & Events	Catering company	출장 요리 업체
Travel & Events	Centrally located	중심지에 위치한
Travel & Events	Charter	전세 내다, 특허장
Travel & Events	Check-in	투숙 수속, 탑승 수속
Travel & Events	Check-out	퇴실 수속
Travel & Events	Circumnavigate	세계 일주를 하다
Travel & Events	Clarity	명확성, 투명무사
Travel & Events	Cloakroom	물품 보관소
Travel & Events	Coincide	동시에 일어나다
Travel & Events	Colloquium	학술 대화, 세미나
Travel & Events	Commemoration	기념 행사
Travel & Events	Commend	칭찬하다, 추천하다
Travel & Events	Comptroller	감사관, 재무관
Travel & Events	Concierge	안내원, 컨시어지
Travel & Events	Conference call	화상 회의, 전화 회의
Travel & Events	Confirmation	확인, 확증
Travel & Events	Connoisseur	감정가, 전문가
Travel & Events	Contingent plan	비상 대책, 우발 계획
Travel & Events	Convenene	소집하다, 모이다
Travel & Events	Convention center	컨벤션 센터, 회의장
Travel & Events	Cost-effective	가성비가 좋은
Travel & Events	Credentials	신용 증명서, 자격증
Travel & Events	Cruise	크루즈 여행, 항해
Travel & Events	Culinary	요리의, 주방의
Travel & Events	Curfew	통행금지 시간
Travel & Events	Customs clearance	세관 통관
Travel & Events	Customs declaration	세관 신고
Travel & Events	Debriefing	보고, 상황 보고 회의
Travel & Events	Deck	갑판, 층
Travel & Events	Delayed departure	지연 출발
Travel & Events	Delegate	대표자, 위임하다
Travel & Events	Delicacy	별미, 고고함
Travel & Events	Departure	출발
Travel & Events	Depot	창고, 정류장
Travel & Events	Destination	목적지
Travel & Events	Detour	우회로, 우회하다
Travel & Events	Disembark	내리다, 상륙하다
Travel & Events	Disembarkation card	입국 신고서
Travel & Events	Disgorge	토해내다, 배출하다
Travel & Events	Disinfect	소독하다
Travel & Events	Display board	안내 전광판
Travel & Events	Disturb	방해하다, 어지럽히다
Travel & Events	Domestic flight	국내선
Travel & Events	Double booking	이중 예약
Travel & Events	Dress code	복장 규정
Travel & Events	Duration	지속 기간
Travel & Events	Duty-free	면세의
Travel & Events	Earplugs	귀마개
Travel & Events	Economy class	일반석, 이코노미
Travel & Events	Embarkation	탑승, 승선
Travel & Events	Embassy	대사관
Travel & Events	En route	도중에
Travel & Events	Ensuite	욕실이 딸린 방
Travel & Events	Escort	안내하다, 호위하다
Travel & Events	Evaluation form	평가서
Travel & Events	Exchange voucher	교환권
Travel & Events	Exclusive	독점적인, 배타적인
Travel & Events	Excursion	짧은 여행, 소풍
Travel & Events	Excursion ticket	할인 왕복표
Travel & Events	Exhibition booth	전시 부스
Travel & Events	Expedition	탐험, 원정
Travel & Events	Expense allowance	수당, 판공비
Travel & Events	Expense report	지출 보고서
Travel & Events	Extended stay	연장 투숙
Travel & Events	Facilitator	진행자, 조력자
Travel & Events	Fare	교통 요금
Travel & Events	Ferry	페리, 여객선
Travel & Events	First class	일등석
Travel & Events	Flight attendant	승무원
Travel & Events	Flight connection	항공편 연결
Travel & Events	Flyer	전단지, 비행객
Travel & Events	Forum	포럼, 공개 토론회
Travel & Events	Free of charge	무료의
Travel & Events	Front desk	안내 데스크
Travel & Events	Front row	맨 앞줄
Travel & Events	Function	행사, 연회, 기능
Travel & Events	Galley	주방(비행기나 배의)
Travel & Events	Gate agent	탑승구 직원
Travel & Events	Gathering	모임, 집회
Travel & Events	Gathering place	모임 장소
Travel & Events	Gourmet	미식가의, 고급의
Travel & Events	Gratuity	팁, 봉사료
Travel & Events	Guided tour	가이드 투어
Travel & Events	Hand luggage	휴대 수하물
Travel & Events	Harbor	항구, 품다
Travel & Events	Hazard	위험 요소
Travel & Events	Headquarters	본사, 본부
Travel & Events	High season	성수기
Travel & Events	Hospitality	환대, 친절
Travel & Events	Host	주최하다, 사회를 보다
Travel & Events	Identification	신분증, 신원 확인
Travel & Events	Immigration	출입국 관리
Travel & Events	Incentive trip	포상 휴가
Travel & Events	Inflight	기내의
Travel & Events	Information desk	안내소
Travel & Events	Intermission	중간 휴식 시간
Travel & Events	Jet lag	시차증
Travel & Events	Keynote speaker	기조 연설자
Travel & Events	landmark	주요 지형지물, 명소
Travel & Events	Layover	경유지 체류, 경유
Travel & Events	Leisure	여가, 한가한
Travel & Events	Lodging	숙박, 숙소
Travel & Events	Luggage	수하물, 짐
Travel & Events	Meet and greet	환영 행사
Travel & Events	Minute	회의록, 분
Travel & Events	No-show	예약 부도(자)
Travel & Events	Occupancy rate	객실 가동률, 투숙률
Travel & Events	On-site	현장의, 사내의
Travel & Events	Overbook	예약을 한도 이상 받다
Travel & Events	Overnight bag	손가방, 여행 가방
Travel & Events	Panel	패널, 토론자 명단
Travel & Events	Passport	여권
Travel & Events	Proceed	나아가다, 진행하다
Travel & Events	Reception	환영 연회, 접수처
Travel & Events	Reconfirm	재확인하다
Travel & Events	Recreation	오락, 휴양
Travel & Events	Remote	외진, 먼
Travel & Events	Reservation	예약
Travel & Events	Resort	휴양지, 의지하다
Travel & Events	Restroom	화장실
Travel & Events	Round-trip	왕복 여행의
Travel & Events	Route	경로, 노선
Travel & Events	Seating capacity	좌석 수, 수용 인원
Travel & Events	Shuttle service	셔틀버스 운행
Travel & Events	Sightseeing	관광
Travel & Events	Sign-up sheet	등록 양식, 참가 신청서
Travel & Events	Sojourn	체류하다, 체류
Travel & Events	Souvenir	기념품
Travel & Events	Stopover	단기 체류, 잠시 머묾
Travel & Events	Suite	스위트룸(연결된 객실)
Travel & Events	Summary	요약, 개요
Travel & Events	Surcharge	추가 요금
Travel & Events	Terminal	터미널, 종점
Travel & Events	Ticket office	매표소
Travel & Events	Time zone	시차대
Travel & Events	Toll	통행료
Travel & Events	Tourism	관광업
Travel & Events	Transit	통과, 환승, 수송
Travel & Events	Travel agency	여행사
Travel & Events	Unavailable	이용할 수 없는
Travel & Events	Vacancy	빈방, 공석
Travel & Events	Valet parking	대리 주차
Travel & Events	Venue	행사 장소, 개최지
Travel & Events	Visa	비자, 사증
Travel & Events	Waive	(규정 등을) 적용하지 않다
Travel & Events	Welcome reception	환영 연회
Travel & Events	Workshop	워크숍, 연수회
