Category	Word	Meaning 1	Meaning 2
기후학 및 대기과학	Ozone layer	오존층	자외선 차단 층
기후학 및 대기과학	Precipitation	강수량/강우량	침전
기후학 및 대기과학	Radiation	복사/방사선	방출
기후학 및 대기과학	Reflect	반사하다/반영하다	심사숙고하다
기후학 및 대기과학	Stratosphere	성층권	오존층 존재 구역
기후학 및 대기과학	Troposphere	대류권	기상 이변 층
문화 인류학 심화	Acculturation	문화 변용/동화	문화 수용
문화 인류학 심화	Anthropology	인류학	인간 연구학
문화 인류학 심화	Assimilation	동화/흡수	융합
문화 인류학 심화	Caste system	카스트 제도	폐쇄적 신분 체제
문화 인류학 심화	Custom	관습/풍습	세관/관세
문화 인류학 심화	Egalitarianism	평등주의	무계급주의
문화 인류학 심화	Ethnocentrism	자민족 중심주의	민족 우월주의
문화 인류학 심화	Ethnography	민족지학	문화 인류학 조사법
문화 인류학 심화	Folklore	민속/전통 문화	신화/근거 없는 믿음
문화 인류학 심화	Indigenous	토착의/원산의	고유한
문화 인류학 심화	Kinship	친족 관계/연대감	유사점
문화 인류학 심화	Lineage	혈통/가문	계보
문화 인류학 심화	Matriarchy	모계 사회/모권제	여가장 지배 체제
문화 인류학 심화	Patriarchy	가장 중심 사회/가부장제	남가장 지배 체제
문화 인류학 심화	Prestige	명성/위신	선망을 얻는
문화 인류학 심화	Ritual	의식/의례	의식적인 일
문화 인류학 심화	Social norm	사회 규범	공통 표준
문화 인류학 심화	Solidarity	연대/결속	단결
문화 인류학 심화	Taboo	금기	금지된 것
문화 인류학 심화	Tribalism	부족주의	파벌주의
물리학 및 과학	Refraction	굴절	빛의 꺾임
물리학 및 역학 심화	Acceleration	가속도	가속화
물리학 및 역학 심화	Amplitude	진폭	풍부함/광범위
물리학 및 역학 심화	Centrifugal force	원심력	중심에서 멀어지는 힘
물리학 및 역학 심화	Centripetal force	구심력	중심으로 이끄는 힘
물리학 및 역학 심화	Equilibrium	평형/균형	마음의 평정
물리학 및 역학 심화	Frequency	주파수/빈도	자주 일어남
물리학 및 역학 심화	Friction	마찰/갈등	마찰력
물리학 및 역학 심화	Gravity	중력	심각성/엄숙함
물리학 및 역학 심화	Inertia	관성/타성	무기력
물리학 및 역학 심화	Kinematics	운동학	운동 기하학
물리학 및 역학 심화	Mechanics	역학/기계학	방법/절차
물리학 및 역학 심화	Momentum	운동량/추진력	탄력
물리학 및 역학 심화	Oscillation	진동/추의 흔들림	동요/변동
물리학 및 역학 심화	Resonance	공명/공진	울림/반향
물리학 및 역학 심화	Thermodynamics	열역학	열에너지학
물리학 및 역학 심화	Torque	회전력/토크	목걸이 장식
물리학 및 역학 심화	Vector	벡터/방향량	매개 곤충(의학)
물리학 및 역학 심화	Velocity	속도/속력	빠름
물리학 및 역학 심화	Wave	파동/물결	흔들다
물리학 및 역학 심화	Wavelength	파장	생각하는 방식
물리학 및 전자기학	Amperage	전류 계수/암페어 수	전류 세기
물리학 및 전자기학	Circuit	회로/순환	순회
물리학 및 전자기학	Conductor	도체/전도체	지휘자/안내원
물리학 및 전자기학	Current	전류/흐름	현재의
물리학 및 전자기학	Electricity	전기	전하
물리학 및 전자기학	Electromagnetism	전자기학	전자기 현상
물리학 및 전자기학	Electron	전자	음전하 입자
물리학 및 전자기학	Field	장(Field)/들판	분야
물리학 및 전자기학	Frequency	주파수/빈도	자주 일어남
물리학 및 전자기학	Inductor	유도자/인덕터	코일
물리학 및 전자기학	Insulator	절연체/단열재	격리 격벽
물리학 및 전자기학	Magnetism	자성/자기	매력
물리학 및 전자기학	Neutron	중성자	전하가 없는 입자
물리학 및 전자기학	Proton	양성자	양전하 입자
물리학 및 전자기학	Resistance	저항/저항선	반대
물리학 및 전자기학	Resonance	공명/공진	울림
물리학 및 전자기학	Semiconductor	반도체	전기 조절 소자
물리학 및 전자기학	Voltage	전압/기전력	전압량
물리학 및 전자기학	Wavelength	파장	생각하는 방식
물리학 및 화학	Absorption	흡수	열중/몰두
물리학 및 화학	Acceleration	가속도	가속화
물리학 및 화학	Atom	원자	극미량
물리학 및 화학	Buoyancy	부력	부양성/회복하는 힘
물리학 및 화학	Catalyst	촉매/기폭제	자극제
물리학 및 화학	Combustion	연소	화합/격동
물리학 및 화학	Condensation	응축/액화	압축
물리학 및 화학	Conduction	전도(열/전기)	전달
물리학 및 화학	Convection	대류	열전달
물리학 및 화학	Density	밀도/농도	어리석음
물리학 및 화학	Electron	전자	음전하 입자
물리학 및 화학	Evaporation	증발/기화	탈수
물리학 및 화학	Fission	핵분열/분열	세포 분열
물리학 및 화학	Fluorescence	형광/형광성	발광
물리학 및 화학	Friction	마찰/갈등	마찰력
물리학 및 화학	Fusion	핵융합/융합	결합/퓨전 음식
물리학 및 화학	Gravity	중력	심각성/엄숙함
물리학 및 화학	Inertia	관성/타성	무기력
물리학 및 화학	Isotope	동위원소	원소 변형
물리학 및 화학	Kinetic	운동의/운동에 의한	활동적인
물리학 및 화학	Molecule	분자	미립자
물리학 및 화학	Precipitate	침전물/침전되다	촉발시키다
물리학 및 화학	Radiation	방사선/복사	방출
물리학 및 화학	Saturation	포화/포화 상태	듬뿍 젖음
물리학 및 화학	Solution	용액/용해	해결책/정답
물리학 및 화학	Spectrum	스펙트럼/범위	빛의 띠
물리학 및 화학	Thermodynamics	열역학	열에너지학
물리학 및 화학	Velocity	속도/속력	빠름
물리학 및 화학	Viscosity	점성/점도	끈적거림
물리학 전자기학	Capacitor	축전기/콘덴서	에너지 저장 장치
미술사 및 시각 예술	Abstract	추상적인	개요/요약
미술사 및 시각 예술	Aesthetic	미학의/미적인	미적 특질
미술사 및 시각 예술	Artifact	공예품/인공 유물	가공물
미술사 및 시각 예술	Avant-garde	전위적인/아방가르드	선구적인
미술사 및 시각 예술	Baroque	바로크 양식의	화려한/장식적인
미술사 및 시각 예술	Canvas	캔버스/유화천	천막
미술사 및 시각 예술	Chiaroscuro	명암대비법	음영 효과
미술사 및 시각 예술	Engraving	판화/판각	새긴 글자
미술사 및 시각 예술	Fresco	프레스코 화법	벽화
미술사 및 시각 예술	Gothic	고딕 양식의	야만적인/중세풍의
미술사 및 시각 예술	Iconography	도상학/도상법	시각 이미지
미술사 및 시각 예술	Impressionism	인상주의	인상파
미술사 및 시각 예술	Medium	재료/매체	수단/중간
미술사 및 시각 예술	Motif	모티프/주제	문양/반복되는 형태
미술사 및 시각 예술	Patronage	예술 후원/단골	임면권
미술사 및 시각 예술	Perspective	원근법	관점/시각
미술사 및 시각 예술	Pigment	안료/색소	염료
미술사 및 시각 예술	Renaissance	르네상스/부흥	부활
미술사 및 시각 예술	Sculpture	조각/조각품	조각하다
미술사 및 시각 예술	Symmetry	대칭/균형	조화
생리생학 및 진화	Adaptation	적응/순응	각색
생리생학 및 진화	Anatomy	해부학/구조	분석
생리생학 및 진화	Commensalism	편리 공생	한쪽만 이익을 얻는 관계
생리생학 및 진화	Enzyme	효소	생체 촉매
생리생학 및 진화	Extinction	멸종/소멸	소거
생리생학 및 진화	Fossil record	화석 기록	지층 증거
생리생학 및 진화	Genotype	유전자형	유전적 구성
생리생학 및 진화	Heredity	유전/세습	전통
생리생학 및 진화	Homeostasis	항상성	생체 균형 상태
생리생학 및 진화	Hormone	호르몬	신체 분비 물질
생리생학 및 진화	Metabolism	신진대사	대사 작용
생리생학 및 진화	Mutation	돌연변이	변화/변형
생리생학 및 진화	Mutualism	상리 공생	상호 이익 관계
생리생학 및 진화	Natural selection	자연선택	환경 적응 서식
생리생학 및 진화	Organism	유기체/생물체	인간 조직
생리생학 및 진화	Parasitism	기생 삼투 현상	식객 행위
생리생학 및 진화	Phenotype	표현형	외형적 특성
생리생학 및 진화	Physiology	생리학	생리 기능
생리생학 및 진화	Speciation	종 분화	신종 형성 현상
생리생학 및 진화	Symbiosis	공생	긴밀한 관계
생물학 및 생태학	Adaptation	적응/순응	각색
생물학 및 생태학	Anatomy	해부학/구조	분석
생물학 및 생태학	Biodiversity	생물 다양성	생태계 다양성
생물학 및 생태학	Camouflage	위장/변장	위장하다/숨기다
생물학 및 생태학	Canopy	임관/숲의 상층 지붕	덮개
생물학 및 생태학	Carnivore	육식 동물	식인종
생물학 및 생태학	Coniferous	침엽수의	바늘잎 나무의
생물학 및 생태학	Deciduous	낙엽성의/매년 잎이 지는	일시적인
생물학 및 생태학	Decomposition	부패/분해	변질
생물학 및 생태학	Ecosystem	생태계	환경계
생물학 및 생태학	Evolution	진화/발전	전개
생물학 및 생태학	Fauna	동물상/동물군	특정 지역 동물
생물학 및 생태학	Flora	식물상/식물군	특정 지역 식물
생물학 및 생태학	Genetics	유전학	유전적 특징
생물학 및 생태학	Habitat	서식지/자생지	거주지
생물학 및 생태학	Hibernate	동면하다/겨울잠 자다	활성을 중단하다
생물학 및 생태학	Metabolism	신진대사/물질대사	대사 작용
생물학 및 생태학	Microorganism	미생물	극미한 생물
생물학 및 생태학	Migratory	이주하는/방랑하는	이동성의
생물학 및 생태학	Mutation	돌연변이	변화/변형
생물학 및 생태학	Natural selection	자연선택/자연도태	환경 적응 생존
생물학 및 생태학	Nutrient	영양소/양분	영양분을 주는
생물학 및 생태학	Organism	유기체/생물체	인간 조직
생물학 및 생태학	Parasite	기생충/기생 생물	식객
생물학 및 생태학	Photosynthesis	광합성	빛 합성 작용
생물학 및 생태학	Predator	포식자/맹수	약탈자
생물학 및 생태학	Prey	먹이/사냥감	희생자
생물학 및 생태학	Respiration	호흡/숨쉬기	세포 호흡
생물학 및 생태학	Species	종(생물 분류)	종류
생물학 및 생태학	Symbiosis	공생	긴밀한 관계
식물학 및 농업학	Agrarian	농업의/토지의	농민의
식물학 및 농업학	Annual	일년생 식물	매년의/연례의
식물학 및 농업학	Canopy	임관/숲의 지붕	덮개
식물학 및 농업학	Chlorophyll	엽록소	식물 푸른 색소
식물학 및 농업학	Coniferous	침엽수의	바늘잎 나무의
식물학 및 농업학	Cultivate	경작하다/재배하다	양성하다/기르다
식물학 및 농업학	Deciduous	낙엽성의	매년 잎이 지는
식물학 및 농업학	Deforestation	삼림 파괴/벌채	산림 황폐화
식물학 및 농업학	Fertilizer	비료	거름
식물학 및 농업학	Flora	식물상/식물군	특정 지역 식물
식물학 및 농업학	Germination	발아/싹틈	성장 개시
식물학 및 농업학	Hybrid	잡종/혼성체	혼합물
식물학 및 농업학	Irrigation	관개/물 대기	세척
식물학 및 농업학	Organic	유기농의/유기물의	생물에서 유래한
식물학 및 농업학	Perennial	다년생 식물	지속되는/영원한
식물학 및 농업학	Photosynthesis	광합성	빛 합성 작용
식물학 및 농업학	Soil erosion	토양 침식	흙 깎임 현상
식물학 및 농업학	Stomata	기공/숨구멍	식물 표피 구멍
식물학 및 농업학	Transpiration	증산 작용	식물 수분 증발
식물학 및 농업학	Yield	수확량/산출량	산출하다/양도하다
식물학 및 화석 연료	Angiosperm	속씨식물/피자식물	꽃식물류
식물학 및 화석 연료	Anoxic environment	무산소 환경	산소가 결핍된 상태
식물학 및 화석 연료	Anthracite	무연탄	고품질 고정탄
식물학 및 화석 연료	Bituminous	역청탄의/역청을 함유한	타르 성분의
식물학 및 화석 연료	Carboniferous period	석탄기	고생대 후기
식물학 및 화석 연료	Chlorophyll	엽록소	식물 푸른 색소
식물학 및 화석 연료	Coal formation	석탄 형성 작용	탄화 작용
식물학 및 화석 연료	Decomposition	부패/분해	변질
식물학 및 화석 연료	Fern	양치식물	고사리류
식물학 및 화석 연료	Flora	식물상/식물군	특정 지역 식물
식물학 및 화석 연료	Fossil fuel	화석 연료	천연 자원 에너지
식물학 및 화석 연료	Gymnosperm	겉씨식물/나자식물	소나무류 식물
식물학 및 화석 연료	Lignite	갈탄	저품질 석탄
식물학 및 화석 연료	Organic matter	유기물/유기 물질	생물 유래 성분
식물학 및 화석 연료	Peat	토탄/이탄	천연 연료 점토
식물학 및 화석 연료	Petroleum	석유	원유
식물학 및 화석 연료	Photosynthesis	광합성	빛 합성 작용
식물학 및 화석 연료	Resin	수지/송진	합성 수지
식물학 및 화석 연료	Sedimentation	침전/퇴적 작용	앙금 가라앉음
식물학 및 화석 연료	Spore	포자/홀씨	미생물 세포
심리학 및 뇌과학	Altruism	이타주의/이타심	상생
심리학 및 뇌과학	Amnesia	건망증/기억상실증	기억 상실
심리학 및 뇌과학	Behaviorism	행동주의	행동주의 심리학
심리학 및 뇌과학	Cognition	인지/인식	지각
심리학 및 뇌과학	Conditioning	조건화	길들이기/상태 조절
심리학 및 뇌과학	Cortex	대뇌 피질	식물의 피질
심리학 및 뇌과학	Delusion	망상/착각	오해
심리학 및 뇌과학	Dementia	치매	정신지체
심리학 및 뇌과학	Empathy	공감/감정 이입	이해
심리학 및 뇌과학	Illusion	환상/오해	착각
심리학 및 뇌과학	Motivation	동기 부여	열의/자극
심리학 및 뇌과학	Neurosis	신경증/노이로제	강박증
심리학 및 뇌과학	Neurotransmitter	신경전달물질	뇌 화학물질
심리학 및 뇌과학	Perception	지각/인식	자각
심리학 및 뇌과학	Psychological	심리적인	정신의
심리학 및 뇌과학	Response	반응	대답/대응
심리학 및 뇌과학	Stimulus	자극	격려/자극제
심리학 및 뇌과학	Subconscious	잠재의식의	무의식적인
심리학 및 뇌과학	Synapse	시냅스/신경접합부	연결고리
심리학 및 뇌과학	Trauma	정신적 외상/트라우마	부상
심리학 및 행동 과학	Altruism	이타주의	상생
심리학 및 행동 과학	Amnesia	기억상실증	건망증
심리학 및 행동 과학	Bias	편향/편견	성향을 갖게 하다
심리학 및 행동 과학	Catharsis	카타르시스/정화	배설
심리학 및 행동 과학	Cognitive dissonance	인지 부조화	신념과 행동의 불일치
심리학 및 행동 과학	Conditioned reflex	조건 반사	후천적 반응
심리학 및 행동 과학	Empathy	공감/감정 이입	이해
심리학 및 행동 과학	Extinction	소거/멸종	소멸
심리학 및 행동 과학	Fixation	고착/집착	고정
심리학 및 행동 과학	Habituation	습관화/둔감화	친숙해짐
심리학 및 행동 과학	Heuristic	휴리스틱/발견법	체험적인
심리학 및 행동 과학	Narcolepsy	기면증	발작성 수면
심리학 및 행동 과학	Neuroplasticity	신경 가소성	뇌 조직 재구성 능력
심리학 및 행동 과학	Perception	지각/인식	자각
심리학 및 행동 과학	Placebo effect	플라시보 효과	위약 효과
심리학 및 행동 과학	Psychosomatic	심신의/정신 신체의	심리적 원인의
심리학 및 행동 과학	Reinforcement	강화/보강	증원
심리학 및 행동 과학	Repression	억압/진압	억제
심리학 및 행동 과학	Subliminal perception	잠재의식적 지각	식역하 지각
심리학 및 행동 과학	Synesthesia	공감각	감각 전이 현상
언어 및 기호 심화	Cognate	어원이 같은 단어	동족의
언어 및 기호 심화	Cuneiform	설형 문자/쐐기 문자	고대 메索포타미아 문자
언어 및 기호 심화	Decipher	해독하다/판독하다	암호를 풀다
언어 및 기호 심화	Dialect	방언/사투리	통용어
언어 및 기호 심화	Discourse	담론/논설	이야기하다
언어 및 기호 심화	Etymology	어원학/어원	어원 연구
언어 및 기호 심화	Hieroglyphics	상형 문자 체계	고대 이집트 문자
언어 및 기호 심화	Inscription	비문/새겨진 글	제명
언어 및 기호 심화	Linguistics	언어학	언어 구조학
언어 및 기호 심화	Metaphor	은유/비유	상징
언어 및 기호 심화	Morpheme	형태소	최소 의미 단위
언어 및 기호 심화	Morphology	형태론/형태학	지형학
언어 및 기호 심화	Phoneme	음소	최소 소리 단위
언어 및 기호 심화	Phonetics	음성학	발음학
언어 및 기호 심화	Pragmatics	화용론	실용주의
언어 및 기호 심화	Semantics	의미론	어의학
언어 및 기호 심화	Semiotics	기호학	상징학
언어 및 기호 심화	Symbolism	상징주의	상징적 표현
언어 및 기호 심화	Syntax	통사론/구문론	컴퓨터 문법
언어 및 기호 심화	Vernacular	토착어/방언	자국의
언어학 및 기호학	Cognate	어원이 같은/동족의	동계 언어
언어학 및 기호학	Decipher	판독하다/해독하다	암호를 풀다
언어학 및 기호학	Dialect	방언/사투리	통용어
언어학 및 기호학	Discourse	담론/논설	이야기하다
언어학 및 기호학	Etymology	어원학/어원	어원 연구
언어학 및 기호학	Lexicon	어휘 사전/어휘집	특정 분야 어휘
언어학 및 기호학	Linguistic drift	언어 부동/언어 변이	시간에 따른 언어 변화
언어학 및 기호학	Linguistics	언어학	언어 연구학
언어학 및 기호학	Literary	문학의/문학적인	글을 좋아하는
언어학 및 기호학	Metaphor	은유/비유	상징
언어학 및 기호학	Morpheme	형태소	최소 의미 단위
언어학 및 기호학	Morphology	형태론/형태학	지형학
언어학 및 기호학	Phoneme	음소	최소 소리 단위
언어학 및 기호학	Phonetics	음성학	발음학
언어학 및 기호학	Pragmatics	화용론/어용론	실용주의
언어학 및 기호학	Semantics	의미론	어의학
언어학 및 기호학	Semiotics	기호학	상징학
언어학 및 기호학	Symbolism	상징주의/상징적 표현	상징물
언어학 및 기호학	Syntax	통사론/구문론	컴퓨터 문법
언어학 및 기호학	Vernacular	토착어/방언	말의/자국의
역사 및 고고학	Agrarian	농업의/토지의	농민의
역사 및 고고학	Alliance	동맹/연합	제휴
역사 및 고고학	Anarchy	무정부 상태/혼란	난장판
역사 및 고고학	Ancestry	조상/가문	기원
역사 및 고고학	Artifact	인공 유물/가공품	문화재
역사 및 고고학	Autocracy	독재 정치/전제 정치	독재 국가
역사 및 고고학	Bureaucracy	관료주의/관료 체제	번거로운 절차
역사 및 고고학	Chronology	연대기/연대순	연대리학
역사 및 고고학	Civilization	문명/문명사회	문화
역사 및 고고학	Colonial	식민지의	식민지풍의
역사 및 고고학	Colonization	식민지화	군락 형성
역사 및 고고학	Constitution	헌법	체질/구조
역사 및 고고학	Diplomacy	외교/외교술	수완
역사 및 고고학	Dynasty	왕조/시대	지배자 가문
역사 및 고고학	Empire	제국/거대 기업	통치권
역사 및 고고학	Enactment	법률 제정	입법/법령
역사 및 고고학	Excavation	발굴/출토	구멍/굴착
역사 및 고고학	Feudalism	봉건제/봉건주의	구체제
역사 및 고고학	Liberation	해방/해방 운동	석방
역사 및 고고학	Monarchy	군주제/군주국	왕정
역사 및 고고학	Nomadic	유목의/방랑하는	이주하는
역사 및 고고학	Predecessor	전임자	이전의 것/전신
역사 및 고고학	Prehistoric	선사의/역사 기록 이전의	아주 오래된
역사 및 고고학	Rebellion	반란/모반	반항
역사 및 고고학	Sovereignty	주권/통치권	독립국
역사 및 고고학	Stratification	계층화	단층 형성
역사 및 고고학	Suffrage	투표권/참정권	선거권
역사 및 고고학	Treaty	조약/협정	계약
역사 및 고고학	Tyranny	압제/폭정	독재 행위
역사 및 고고학	Urbanization	도시화	도시 집중
역학 및 열물리	Acceleration	가속도	가속화
역학 및 열물리	Amplitude	진폭	풍부함/광범위
역학 및 열물리	Conduction	전도(열/전기)	전달
역학 및 열물리	Convection	대류	열전달
역학 및 열물리	Entropy	엔트로피/열역학적 무질서도	평균 정보량
역학 및 열물리	Equilibrium	평형/균형	마음의 평정
역학 및 열물리	Frequency	주파수/빈도	자주 일어남
역학 및 열물리	Friction	마찰/갈등	마찰력
역학 및 열물리	Gravity	중력	심각성/엄숙함
역학 및 열물리	Inertia	관성/타성	무기력
역학 및 열물리	Kinematics	운동학	기하학적 운동론
역학 및 열물리	Mechanics	역학/기계학	방법/절차
역학 및 열물리	Momentum	운동량/추진력	탄력
역학 및 열물리	Oscillation	진동/흔들림	동요/변동
역학 및 열물리	Radiation	복사/방사선	방출
역학 및 열물리	Resonance	공명/공진	울림/반향
역학 및 열물리	Thermodynamics	열역학	열에너지 과학
역학 및 열물리	Velocity	속도/속력	빠름
역학 및 열물리	Waveform	파형	신호 형태
역학 및 열물리	Wavelength	파장	생각하는 방식
음악학 및 공연 예술	Acoustics	음향학	음향 시설/음질
음악학 및 공연 예술	Chord	화음	줄/끈
음악학 및 공연 예술	Composition	작곡/구성	작품/산문
음악학 및 공연 예술	Conductor	지휘자	전도체/안내원
음악학 및 공연 예술	Ensemble	합주단/앙상블	전체적 효과
음악학 및 공연 예술	Genre	장르/유형	갈래
음악학 및 공연 예술	Harmony	화성/화음	조화/일치
음악학 및 공연 예술	Instrument	악기	도구/계기
음악학 및 공연 예술	Melody	선율/멜로디	악곡
음악학 및 공연 예술	Notation	악보 표기법	기호
음악학 및 공연 예술	Opera	오페라	가극
음악학 및 공연 예술	Orchestra	관현악단/오케스트라	1층 앞 좌석
음악학 및 공연 예술	Performance	공연/연주	실적/성과
음악학 및 공연 예술	Rhythm	리듬/율동	주기적인 변화
음악학 및 공연 예술	Scale	음계	규모/저울
음악학 및 공연 예술	Solo	독주/독창	단독의
음악학 및 공연 예술	Symphony	교향곡/심포니	조화
음악학 및 공연 예술	Tempo	속도/템포	박자
음악학 및 공연 예술	Timbre	음색/음질	특징
음악학 및 공연 예술	Vocal	목소리의/보컬	강력히 주장하는
인류학 및 고고 고고	Artifact	인공 유물	가공물
인류학 및 고고 고고	Bronze Age	청동기 시대	금속 사용기
인류학 및 고고 고고	Carbon-14 dating	탄소-14 연대 측정법	방사성 탄소 측정법
인류학 및 고고 고고	Chronology	연대기/연대순	연대리학
인류학 및 고고 고고	Excavation	발굴/출토	구멍
인류학 및 고고 고고	Fossil	화석	시대뒤떨어진 사람
인류학 및 고고 고고	Hieroglyph	상형 문자	난해한 글씨
인류학 및 고고 고고	Inscription	비문/새겨진 글	제명
인류학 및 고고 고고	Iron Age	철기 시대	철제 도구 사용기
인류학 및 고고 고고	Megalith	거석	선사시대 큰 돌 유적
인류학 및 고고 고고	Mummy	미라	엄마
인류학 및 고고 고고	Neolithic	신석기 시대의	새로운 석기시대의
인류학 및 고고 고고	Paleolithic	구석기 시대의	오래된 석기시대의
인류학 및 고고 고고	Pottery	도자기	도기류
인류학 및 고고 고고	Prehistoric	선사의	아주 오래된
인류학 및 고고 고고	Relic	유물/유적	잔재
인류학 및 고고 고고	Ruins	유적/폐허	파멸시키다
인류학 및 고고 고고	Site	유적지/터	웹사이트
인류학 및 고고 고고	Skeletal	골격의/뼈대의	뼈만 앙상한
인류학 및 고고 고고	Tomb	무덤/묘	무덤 형태의 것
인류학 및 문화사	Acculturation	문화 변용/동화	문화 수용
인류학 및 문화사	Agrarian	농업의/토지의	농민의
인류학 및 문화사	Anthropology	인류학	인간 연구학
인류학 및 문화사	Artifact	인공 유물/가공품	문화재
인류학 및 문화사	Assimilation	동화/흡수	융합
인류학 및 문화사	Custom	관습/풍습	세관/관세
인류학 및 문화사	Ethnography	민족지학/민족 기술학	문화 인류학 조사법
인류학 및 문화사	Folklore	민속/전통 문화	신화/근거 없는 믿음
인류학 및 문화사	Indigenous	토착의/원산의	고유한
인류학 및 문화사	Kinship	친족 관계/연대감	유사점
인류학 및 문화사	Lineage	혈통/가문	계보
인류학 및 문화사	Matriarchy	모계 사회/모권제	여가장 지배 체제
인류학 및 문화사	Megalith	거석/대석	선사시대 큰 돌 유적
인류학 및 문화사	Nomadic	유목의/방랑하는	이주하는
인류학 및 문화사	Patriarchy	부계 사회/가부장제	남가장 지배 체제
인류학 및 문화사	Prehistoric	선사의/역사 기록 이전의	아주 오래된
인류학 및 문화사	Ritual	의식/의례	의식적인 일
인류학 및 문화사	Sedentary	정착 생활을 하는/앉아서 하는	활발하지 못한
인류학 및 문화사	Taboo	금기	금지된 것
인류학 및 문화사	Tribalism	부족주의/부족 의식	파벌주의
인류학 및 사회학	Acculturation	문화 변용/동화	문화 수용
인류학 및 사회학	Anomie	아노미/사회적 무규범	혼돈
인류학 및 사회학	Assimilation	동화/흡수	융합
인류학 및 사회학	Bureaucracy	관료제/관료 체제	까다로운 절차
인류학 및 사회학	Caste	카스트/계급	사회적 계층
인류학 및 사회학	Cohesion	결속/유대	응집력
인류학 및 사회학	Custom	관습/풍습	세관/관세
인류학 및 사회학	Demography	인구 통계학	인구 구성
인류학 및 사회학	Egalitarian	평등주의의	평등주의자
인류학 및 사회학	Ethnocentrism	자민족 중심주의	민족 우월주의
인류학 및 사회학	Folklore	민속/전통 문화	신화/근거 없는 믿음
인류학 및 사회학	Hierarchy	계층 구조/서열	위계
인류학 및 사회학	Indigenous	토착의/원산의	고유한
인류학 및 사회학	Kinship	친족 관계/연대감	유사점
인류학 및 사회학	Marginalization	사회적 소외/주변화	하찮게 만듦
인류학 및 사회학	Matriarchal	모계 중심의/모권제의	여가장 중심의
인류학 및 사회학	Migration	이주/이동	이동하는 무리
인류학 및 사회학	Mobility	유동성/이동성	기동력
인류학 및 사회학	Norm	규범/표준	일반적인 것
인류학 및 사회학	Patriarchal	가장 중심의/가부장제의	교부의
인류학 및 사회학	Pluralism	다원주의	겸직(종교)
인류학 및 사회학	Prestige	명성/위신	고급의/선망을 얻는
인류학 및 사회학	Ritual	의식/의례	의식적인 일
인류학 및 사회학	Segregation	분리/격리	차별
인류학 및 사회학	Socioeconomic	사회경제적인	사회 계층의
인류학 및 사회학	Solidarity	연대/결속	단결
인류학 및 사회학	Status	지위/신분	상태/상황
인류학 및 사회학	Stratification	사회 계층화	단층 형성
인류학 및 사회학	Taboo	금기	금지된 것
인류학 및 사회학	Urbanization	도시화	도시 집중 현상
정치학 및 법학	Alliance	동맹/연합	제휴
정치학 및 법학	Anarchy	무정부 상태	혼란/난장판
정치학 및 법학	Autocracy	독재 정치/전제 정치	독재 국가
정치학 및 법학	Bureaucracy	관료제/관료 체제	번거로운 절차
정치학 및 법학	Constitution	헌법	체질/구조
정치학 및 법학	Democracy	민주주의/민주국가	평등
정치학 및 법학	Diplomacy	외교/외교술	수완
정치학 및 법학	Enactment	법률 제정	입법/법령
정치학 및 법학	Impeach	탄핵하다	고발하다/의심을 품다
정치학 및 법학	Jurisdiction	관할권/사법권	관할 구역
정치학 및 법학	Legislate	법률을 제정하다	규제하다
정치학 및 법학	Liberation	해방/해방 운동	석방
정치학 및 법학	Monarchy	군주제/군주국	왕정
정치학 및 법학	Ratify	비준하다/승인하다	재가하다
정치학 및 법학	Sanction	제재	허가/승인
정치학 및 법학	Sovereignty	주권/통치권	독립국
정치학 및 법학	Suffrage	투표권/참정권	선거권
정치학 및 법학	Treaty	조약/협정	계약
정치학 및 법학	Tyranny	압제/폭정	독재 행위
정치학 및 법학	Veto	거부권	거부하다
지술학 및 광물학 심화	Basalt	현무암	검은 화산암
지술학 및 광물학 심화	Deposition	퇴적/침전	파면/관직 박탈
지술학 및 광물학 심화	Erosion	침식/풍화	부식/쇠퇴
지술학 및 광물학 심화	Fault line	단층선	결함선
지술학 및 광물학 심화	Fissure	갈라진 틈/균열	분열
지술학 및 광물학 심화	Glacier	빙하	빙하류
지술학 및 광물학 심화	Granite	화강암	단단한 암석
지술학 및 광물학 심화	Igneous rock	화성암	마그마가 굳은 돌
지술학 및 광물학 심화	Lava	용암	화산 분출물
지술학 및 광물학 심화	Limestone	석회암	탄산칼슘 암석
지술학 및 광물학 심화	Lithosphere	암석권/지각권	지각 단단한 층
지술학 및 광물학 심화	Magma	마그마	용융 암석
지술학 및 광물학 심화	Metamorphic rock	변성암	성질이 변한 암석
지술학 및 광물학 심화	Quartz	석영/수정	시계 부품용 광물
지술학 및 광물학 심화	Sedimentary rock	퇴적암	흙이 쌓여 굳은 돌
지술학 및 광물학 심화	Seismic wave	지진파	지각 진동 파동
지술학 및 광물학 심화	Stratum	층/지층	계층/사회 계급
지술학 및 광물학 심화	Tectonic plate	지각 판/테크토닉 판	지각 구조의 판
지술학 및 광물학 심화	Topography	지형/지형학	지형도
지술학 및 광물학 심화	Weathering	풍화 작용	변색/풍화
지질학 및 지구과학	Alluvial	충적의/충적토의	강물에 쓸려 내려온
지질학 및 지구과학	Aquifer	대수층/지하수층	물 저장층
지질학 및 지구과학	Basalt	현무암	검은 화산암
지질학 및 지구과학	Canyon	협곡	깊은 골짜기
지질학 및 지구과학	Crater	분화구	구멍/함몰지
지질학 및 지구과학	Crust	지각/외피	빵 테두리
